"cluster_set","featset","focgene","subtype","splitrule","min.node.size","mtry","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","cds_compbias","M1","H5N1","gini",45,12,0.938847117794486,0.591648833592196,0.0143537053265928,0.0846846456535543
"70_7","cds_compbias","M1","H5N6","gini",5,12,0.932379721288371,0.56970050776216,0.00821359111724478,0.0574975378019051
"70_7","cds_compbias","M1","H5N6","gini",25,12,0.93002012616668,0.583310214250451,0.0055007702621758,0.0406251700688844
"70_7","cds_compbias","M1","H5N6","gini",45,12,0.928131103462724,0.582043178409162,0.00463351129233459,0.0411849227307737
"70_7","cds_compbias","M1","H7N3","gini",5,12,0.937624533194377,0.582251079444454,0.0102896922838118,0.0787242285601027
"70_7","cds_compbias","M1","H7N3","gini",25,12,0.934130761404945,0.5712004994755,0.0139680391655579,0.0901083387693095
"70_7","cds_compbias","M1","H7N3","gini",45,12,0.932629520725549,0.574852013050745,0.0117433201324846,0.0716917957919577
"70_7","cds_compbias","M1","H7N4","gini",5,12,0.936409143802109,0.583885568363197,0.014865243748853,0.09875056427051
"70_7","cds_compbias","M1","H7N4","gini",25,12,0.927333068854551,0.548626083695435,0.00958030843590002,0.0690470097701271
"70_7","cds_compbias","M1","H7N4","gini",45,12,0.928767344576338,0.562889459619168,0.0111972326681028,0.0746923085185937
"70_7","cds_compbias","M1","H7N7","gini",5,12,0.936536464585327,0.603705919589883,0.0113034980385044,0.0318708973194199
"70_7","cds_compbias","M1","H7N7","gini",25,12,0.931320932331649,0.587000032670958,0.00953513250393697,0.0388342918190119
"70_7","cds_compbias","M1","H7N7","gini",45,12,0.928952379173107,0.581821569765967,0.00876519301769017,0.0317725685485791
"70_7","cds_compbias","M1","H7N9","gini",5,12,0.969425896164057,0.287163328452862,0.00800281340677527,0.187779091556402
"70_7","cds_compbias","M1","H7N9","gini",25,12,0.968906415644577,0.283492874237735,0.00792423154049396,0.188797963410313
"70_7","cds_compbias","M1","H7N9","gini",45,12,0.967353357303954,0.287579949246198,0.00761466085560122,0.182686771925799
"70_7","cds_compbias","M1","H8N4","gini",5,12,0.939640236878908,0.593732391998291,0.0125058290748968,0.0801403138936584
"70_7","cds_compbias","M1","H8N4","gini",25,12,0.935397168368217,0.586015458309742,0.0119351842591056,0.0746351729459478
"70_7","cds_compbias","M1","H8N4","gini",45,12,0.930676836611802,0.5695117020379,0.0135100781406126,0.0782173864515357
"70_7","cds_compbias","M1","H9N2","gini",5,12,0.957622595169873,0.720975389792667,0.0115035908339416,0.0628500729006379
"70_7","cds_compbias","M1","H9N2","gini",25,12,0.950174375767499,0.685633240474863,0.00961366552409689,0.0488054454270465
"70_7","cds_compbias","M1","H9N2","gini",45,12,0.948456815390913,0.679995215558326,0.0101075529975432,0.0492490251657235
"70_7","nuc_2mer","M1","H10N8","gini",5,4,0.935939924906133,0.546148065736127,0.00452015459572339,0.0323015008024408
"70_7","nuc_2mer","M1","H10N8","gini",25,4,0.926519260186344,0.535757968432634,0.00420224982808308,0.0317977580310592
"70_7","nuc_2mer","M1","H10N8","gini",45,4,0.917103045473509,0.514974730396881,0.0112924601148158,0.0465813762947955
"70_7","nuc_2mer","M1","H16N3","gini",5,4,0.936171179912773,0.56039840600623,0.00470861754943746,0.0251847152411189
"70_7","nuc_2mer","M1","H16N3","gini",25,4,0.929082305568081,0.555571520202745,0.0121293756016317,0.0460712824071396
"70_7","nuc_2mer","M1","H16N3","gini",45,4,0.924358623112716,0.552884066326409,0.0169800763015834,0.0609432423402082
"70_7","nuc_2mer","M1","H3N8","gini",5,4,0.938976668447701,0.590607063476947,0.0103303660744532,0.0922019807264196
"70_7","nuc_2mer","M1","H3N8","gini",25,4,0.928890924356919,0.566963309170982,0.0104914784502238,0.0871343182609455
"70_7","nuc_2mer","M1","H3N8","gini",45,4,0.919816553443757,0.535939735898476,0.0101618699687703,0.0833302812599477
"70_7","nuc_2mer","M1","H4N6","gini",5,4,0.93152918243611,0.556059879334807,0.0131877890272609,0.0805806956896191
"70_7","nuc_2mer","M1","H4N6","gini",25,4,0.923973773147855,0.552302667200114,0.00890223912152308,0.0470211255273078
"70_7","nuc_2mer","M1","H4N6","gini",45,4,0.916920876422414,0.547140323221252,0.00772836321053575,0.0266735238162783
"70_7","nuc_2mer","M1","H4N8","gini",5,4,0.934222939284954,0.548790072703613,0.0132836826234261,0.0906408649192074
"70_7","nuc_2mer","M1","H4N8","gini",25,4,0.926651205001513,0.556583361618673,0.0148318695407557,0.0651438732754139
"70_7","nuc_2mer","M1","H4N8","gini",45,4,0.920495669613346,0.549316194680505,0.01881360601321,0.0839536351788416
"70_7","nuc_2mer","M1","H5N1","gini",5,4,0.940350877192982,0.573882105456035,0.0135431138707833,0.0934897402809949
"70_7","nuc_2mer","M1","H5N1","gini",25,4,0.935338345864662,0.56416286332551,0.0163772523836637,0.0961867219218668
"70_7","nuc_2mer","M1","H5N1","gini",45,4,0.929824561403509,0.550847277627645,0.0124053821260798,0.0569199514059084
"70_7","nuc_2mer","M1","H5N6","gini",5,4,0.935217731701424,0.569901495798371,0.00554684187423536,0.0579066447912823
"70_7","nuc_2mer","M1","H5N6","gini",25,4,0.926240970918159,0.552098126458591,0.00106422585461989,0.0327700752484174
"70_7","nuc_2mer","M1","H5N6","gini",45,4,0.913466050187204,0.524450380307287,0.00788304259679162,0.0584205427226487
"70_7","nuc_2mer","M1","H7N3","gini",5,4,0.942619539459808,0.59278564883689,0.0115383590369204,0.108967833526729
"70_7","nuc_2mer","M1","H7N3","gini",25,4,0.936120798749395,0.584661078385986,0.0133263849706021,0.0891897323533699
"70_7","nuc_2mer","M1","H7N3","gini",45,4,0.929628280046153,0.577654459095507,0.0164793317697252,0.0846511851688949
"70_7","nuc_2mer","M1","H7N4","gini",5,4,0.93450213074108,0.566582362483306,0.00973452773240143,0.0672984970622196
"70_7","nuc_2mer","M1","H7N4","gini",25,4,0.924463402864855,0.542704769510579,0.0123409292705564,0.0765951054682824
"70_7","nuc_2mer","M1","H7N4","gini",45,4,0.915858939756646,0.525503586280188,0.0154149402316365,0.0867417885541566
"70_7","nuc_2mer","M1","H7N7","gini",5,4,0.938894902113512,0.598505076208294,0.013714345859284,0.0512732803515743
"70_7","nuc_2mer","M1","H7N7","gini",25,4,0.927539536186771,0.574386869235069,0.0190368527301319,0.0636475198788246
"70_7","nuc_2mer","M1","H7N7","gini",45,4,0.91759363072435,0.550485551530895,0.0212912844280951,0.0714392511703232
"70_7","nuc_2mer","M1","H7N9","gini",5,4,0.976678471145274,0.330212882680957,0.00480202198543918,0.209776364964905
"70_7","nuc_2mer","M1","H7N9","gini",25,4,0.977713408680995,0.382580082578064,0.00343836342889268,0.136042182682066
"70_7","nuc_2mer","M1","H7N9","gini",45,4,0.973051521185031,0.367814512407233,0.00499372282402723,0.0840726349723606
"70_7","nuc_2mer","M1","H8N4","gini",5,4,0.945292860834954,0.614291093883313,0.0113268672040687,0.0917757409449733
"70_7","nuc_2mer","M1","H8N4","gini",25,4,0.937749010162074,0.609831200942876,0.0131711767016157,0.0822097981324223
"70_7","nuc_2mer","M1","H8N4","gini",45,4,0.928317241415501,0.578140388848611,0.015609743448675,0.0928203216377458
"70_7","nuc_2mer","M1","H9N2","gini",5,4,0.957049529267294,0.726896263589855,0.0112528994602248,0.0584038415035293
"70_7","nuc_2mer","M1","H9N2","gini",25,4,0.952463364715514,0.709384104512252,0.00849547613504563,0.0315172553763992
"70_7","nuc_2mer","M1","H9N2","gini",45,4,0.945023331968891,0.677145673982382,0.0128384690119507,0.0569248190758454
"70_7","nuc_3mer","M1","H10N8","gini",5,8,0.941591433736615,0.587851851937179,0.00653534006886101,0.0384150585354341
"70_7","nuc_3mer","M1","H10N8","gini",25,8,0.940181894034209,0.589418197398681,0.00822626149989704,0.0327822838059969
"70_7","nuc_3mer","M1","H10N8","gini",45,8,0.935000973439021,0.578796664821111,0.00631565409433688,0.0359175289148821
"70_7","nuc_3mer","M1","H16N3","gini",5,8,0.939490945708923,0.575413675417672,0.0123950286901727,0.0908306967434522
"70_7","nuc_3mer","M1","H16N3","gini",25,8,0.938543078410345,0.592450873572632,0.00937838053950953,0.0640438964260801
"70_7","nuc_3mer","M1","H16N3","gini",45,8,0.933816061148201,0.578321127347689,0.0075557513190572,0.0564093028204493
"70_7","nuc_3mer","M1","H3N8","gini",5,8,0.942509477648017,0.607792508938716,0.0127840638727333,0.0995497910101084
"70_7","nuc_3mer","M1","H3N8","gini",25,8,0.940995598300384,0.623333148203494,0.00938091403046101,0.0676564251781425
"70_7","nuc_3mer","M1","H3N8","gini",45,8,0.938983029285296,0.622379578881808,0.00697152965681927,0.0571616739763323
"70_7","nuc_3mer","M1","H4N6","gini",5,8,0.940087085300558,0.609222899031893,0.012213797643682,0.0701259567336162
"70_7","nuc_3mer","M1","H4N6","gini",25,8,0.935054365024113,0.598188851417428,0.0153016984279246,0.0905792448434217
"70_7","nuc_3mer","M1","H4N6","gini",45,8,0.935056896573548,0.608343011788529,0.0168590879116337,0.09956345976165
"70_7","nuc_3mer","M1","H4N8","gini",5,8,0.940846806269817,0.585454505215045,0.00705793088435032,0.0463634502794631
"70_7","nuc_3mer","M1","H4N8","gini",25,8,0.933272831165339,0.56494244744144,0.0112659251281169,0.0611427858177609
"70_7","nuc_3mer","M1","H4N8","gini",45,8,0.932321602635206,0.580198656313283,0.0134699126667358,0.0610138788998902
"70_7","nuc_3mer","M1","H5N1","gini",5,8,0.944862155388471,0.596419711207984,0.010924558755741,0.0700243197484747
"70_7","nuc_3mer","M1","H5N1","gini",25,8,0.942857142857143,0.598776424264483,0.00648730782232819,0.0546212549201575
"70_7","nuc_3mer","M1","H5N1","gini",45,8,0.941854636591479,0.608767939646667,0.009771222400811,0.0511997107633282
"70_7","nuc_3mer","M1","H5N6","gini",5,8,0.939000253466455,0.587468577821264,0.00864528821941433,0.0758896394820202
"70_7","nuc_3mer","M1","H5N6","gini",25,8,0.937106759690335,0.598195398114864,0.0100416089601752,0.0784558806061837
"70_7","nuc_3mer","M1","H5N6","gini",45,8,0.927653829721701,0.567099990936084,0.00708042644516114,0.0570451497507123
"70_7","nuc_3mer","M1","H7N3","gini",5,8,0.941120786342601,0.583112574378447,0.0134870553547028,0.112062287815846
"70_7","nuc_3mer","M1","H7N3","gini",25,8,0.937620798749395,0.57645853134806,0.012866509855181,0.0978961275832491
"70_7","nuc_3mer","M1","H7N3","gini",45,8,0.935119558069999,0.575394748604092,0.0137264981678869,0.0963171572770089
"70_7","nuc_3mer","M1","H7N4","gini",5,8,0.944058958449255,0.615254578777067,0.00975037294741491,0.071063512861305
"70_7","nuc_3mer","M1","H7N4","gini",25,8,0.939278831699346,0.599948089022758,0.0115032241476903,0.0774342178041628
"70_7","nuc_3mer","M1","H7N4","gini",45,8,0.934977168372073,0.591115684370898,0.0105754150175494,0.0641877999908235
"70_7","nuc_3mer","M1","H7N7","gini",5,8,0.945067302208223,0.63353594587772,0.016183908472122,0.0742762107917603
"70_7","nuc_3mer","M1","H7N7","gini",25,8,0.939851769954545,0.623147551759953,0.0143810443426263,0.0522997140396249
"70_7","nuc_3mer","M1","H7N7","gini",45,8,0.934642976131823,0.606316079766804,0.0131500182131177,0.0452959959623974
"70_7","nuc_3mer","M1","H7N9","gini",5,8,0.977708025463177,0.396694486383503,0.00393340174086851,0.120919784821836
"70_7","nuc_3mer","M1","H7N9","gini",25,8,0.975636832407528,0.38423341931988,0.00137894840543358,0.0904576161437031
"70_7","nuc_3mer","M1","H7N9","gini",45,8,0.973562947742969,0.349986834128518,0.00282181936908649,0.0637847717174871
"70_7","nuc_3mer","M1","H8N4","gini",5,8,0.946715745310569,0.624051272132584,0.0095636021469419,0.0730774005973303
"70_7","nuc_3mer","M1","H8N4","gini",25,8,0.942468221545275,0.613124681887465,0.00931142759592972,0.0799157452294958
"70_7","nuc_3mer","M1","H8N4","gini",45,8,0.936805598192709,0.59790298065111,0.0125119170491239,0.0788864439040616
"70_7","nuc_3mer","M1","H9N2","gini",5,8,0.959916496111338,0.730985988402067,0.00965955026334359,0.0692697303860118
"70_7","nuc_3mer","M1","H9N2","gini",25,8,0.954755628325829,0.715442092141145,0.0111605702623925,0.0528850627741023
"70_7","nuc_3mer","M1","H9N2","gini",45,8,0.951325419566107,0.702897570075408,0.0133917443897598,0.0713318679763853
"70_7","nuc_4mer","M1","H10N8","gini",5,16,0.939238492560145,0.576649314949115,0.00383429296251523,0.0262404014764949
"70_7","nuc_4mer","M1","H10N8","gini",25,16,0.937356139618968,0.577478151976649,0.00307527859641464,0.0269441396254298
"70_7","nuc_4mer","M1","H10N8","gini",45,16,0.937360589625921,0.590588458217446,0.00581448876531405,0.03622357684396
"70_7","nuc_4mer","M1","H16N3","gini",5,16,0.941382203948961,0.603026364065687,0.0117976329262902,0.0792210080134699
"70_7","nuc_4mer","M1","H16N3","gini",25,16,0.938540842874263,0.603379794618485,0.00758849379224432,0.0437043275449724
"70_7","nuc_4mer","M1","H16N3","gini",45,16,0.937121282747433,0.603538417631058,0.00631451149846549,0.0346192947663294
"70_7","nuc_4mer","M1","H3N8","gini",5,16,0.942006971478004,0.624304337267922,0.00666604611989555,0.0509346373871791
"70_7","nuc_4mer","M1","H3N8","gini",25,16,0.942004427142966,0.635889062570653,0.0075867670167444,0.0567281281829879
"70_7","nuc_4mer","M1","H3N8","gini",45,16,0.940996870467903,0.637095688992482,0.0098720701538125,0.0692713658487132
"70_7","nuc_4mer","M1","H4N6","gini",5,16,0.937068212599522,0.596953180073705,0.0122677746775087,0.0722257474197607
"70_7","nuc_4mer","M1","H4N6","gini",25,16,0.935558143361645,0.60314747400325,0.0120787596163321,0.0743424267169883
"70_7","nuc_4mer","M1","H4N6","gini",45,16,0.934048074123767,0.603214499776937,0.0138809659508908,0.0834747385116662
"70_7","nuc_4mer","M1","H4N8","gini",5,16,0.941322980740143,0.601774393759354,0.0114798950630724,0.0830353090987134
"70_7","nuc_4mer","M1","H4N8","gini",25,16,0.940369511388973,0.615353528747737,0.0125706568820526,0.0658752346047942
"70_7","nuc_4mer","M1","H4N8","gini",45,16,0.939423884911432,0.616663882340945,0.0114174411233862,0.0613404897637075
"70_7","nuc_4mer","M1","H5N1","gini",5,16,0.94937343358396,0.639912449357053,0.0136585730260037,0.0995571941769196
"70_7","nuc_4mer","M1","H5N1","gini",25,16,0.94937343358396,0.651504064092452,0.014440962697632,0.0980047311188491
"70_7","nuc_4mer","M1","H5N1","gini",45,16,0.947368421052632,0.647191816217482,0.0169056861694637,0.110941125391072
"70_7","nuc_4mer","M1","H5N6","gini",5,16,0.938989075786047,0.600572492459509,0.0155309954615433,0.110835734990697
"70_7","nuc_4mer","M1","H5N6","gini",25,16,0.933792574806956,0.591596969145769,0.0115711366047141,0.0830654751877778
"70_7","nuc_4mer","M1","H5N6","gini",45,16,0.931900201441355,0.590268466342338,0.0134144878394575,0.0893771593025941
"70_7","nuc_4mer","M1","H7N3","gini",5,16,0.942119539459808,0.599197622665297,0.0162842272199953,0.119533010337768
"70_7","nuc_4mer","M1","H7N3","gini",25,16,0.938120786342601,0.588928215638262,0.0183054261708645,0.110804708997068
"70_7","nuc_4mer","M1","H7N3","gini",45,16,0.931630748998151,0.565238555887537,0.0208166789378167,0.110905088645644
"70_7","nuc_4mer","M1","H7N4","gini",5,16,0.945013606910317,0.634442737273426,0.00982081482612077,0.0791208807002166
"70_7","nuc_4mer","M1","H7N4","gini",25,16,0.94167002878952,0.624861686322582,0.00849636729482737,0.0736170893879859
"70_7","nuc_4mer","M1","H7N4","gini",45,16,0.939282252014104,0.614337747541448,0.00700136305940235,0.0667957493010929
"70_7","nuc_4mer","M1","H7N7","gini",5,16,0.943636511363132,0.635473891449443,0.0137875959466104,0.0609399149063064
"70_7","nuc_4mer","M1","H7N7","gini",25,16,0.943167059355916,0.645205739568098,0.0148075637827666,0.0588327692600903
"70_7","nuc_4mer","M1","H7N7","gini",45,16,0.941745253085434,0.644393029530449,0.0155103237735064,0.0638834248903516
"70_7","nuc_4mer","M1","H7N9","gini",5,16,0.976671749078063,0.380785771171349,0.00518177631794561,0.173207488647308
"70_7","nuc_4mer","M1","H7N9","gini",25,16,0.976152268558583,0.375279419290012,0.00531628885873816,0.170529100341543
"70_7","nuc_4mer","M1","H7N9","gini",45,16,0.974599203262898,0.359404385217628,0.0049739698992591,0.162989185284796
"70_7","nuc_4mer","M1","H8N4","gini",5,16,0.945772349084154,0.627905652382204,0.00788293055683406,0.0617588591220099
"70_7","nuc_4mer","M1","H8N4","gini",25,16,0.943882211254634,0.630713223416508,0.00971945126488961,0.0748817308885239
"70_7","nuc_4mer","M1","H8N4","gini",45,16,0.944356129123669,0.641136215329645,0.00747279066666071,0.0568504083741831
"70_7","nuc_4mer","M1","H9N2","gini",5,16,0.962776913630782,0.75686912014487,0.00726678664979657,0.0414958097748661
"70_7","nuc_4mer","M1","H9N2","gini",25,16,0.953611133851822,0.711492028697637,0.00584010338444783,0.0255096894725159
"70_7","nuc_4mer","M1","H9N2","gini",45,16,0.949031518624642,0.691524723089673,0.00933091377301686,0.0404065971061664
"70_7","nuc_5mer","M1","H10N8","gini",5,32,0.937356139618968,0.581818003380935,0.00536977663179052,0.0395801726451448
"70_7","nuc_5mer","M1","H10N8","gini",25,32,0.935944374913086,0.586501743819328,0.00647498065410156,0.0461242914079716
"70_7","nuc_5mer","M1","H10N8","gini",45,32,0.933116395494368,0.579469538451009,0.0083897771675109,0.0493812781173919
"70_7","nuc_5mer","M1","H16N3","gini",5,32,0.941381083538442,0.61985023874396,0.00958054752196311,0.0594894620933248
"70_7","nuc_5mer","M1","H16N3","gini",25,32,0.933814930167772,0.590379218590091,0.00936730074683931,0.0446661868936942
"70_7","nuc_5mer","M1","H16N3","gini",45,32,0.932397605577023,0.588731150663358,0.0092948351203898,0.0444270737307706
"70_7","nuc_5mer","M1","H3N8","gini",5,32,0.939988041625321,0.629321741426988,0.0118843272271901,0.0782964521227002
"70_7","nuc_5mer","M1","H3N8","gini",25,32,0.935450220084981,0.614282321728571,0.0113595227937202,0.0750189507578923
"70_7","nuc_5mer","M1","H3N8","gini",45,32,0.935952726254993,0.617900158645159,0.0121797317606483,0.0812581523497581
"70_7","nuc_5mer","M1","H4N6","gini",5,32,0.935053099249396,0.601130068267423,0.0137855070625769,0.0842958116903255
"70_7","nuc_5mer","M1","H4N6","gini",25,32,0.931026669873296,0.593086742899216,0.0137890342537592,0.0822618395141726
"70_7","nuc_5mer","M1","H4N6","gini",45,32,0.930019113198233,0.592945177908082,0.0146626681638788,0.0880694873464953
"70_7","nuc_5mer","M1","H4N8","gini",5,32,0.935166324941459,0.578810862987155,0.0111573392644248,0.0688525657414
"70_7","nuc_5mer","M1","H4N8","gini",25,32,0.934217337232362,0.60014512671989,0.0152871524679524,0.0762698381602884
"70_7","nuc_5mer","M1","H4N8","gini",45,32,0.93279889751605,0.599298142873161,0.0140543410727907,0.0735512219019218
"70_7","nuc_5mer","M1","H5N1","gini",5,32,0.947869674185464,0.632270948186741,0.0149748062619445,0.109700739766224
"70_7","nuc_5mer","M1","H5N1","gini",25,32,0.945363408521303,0.631665661070082,0.0124559134233475,0.0838851058542562
"70_7","nuc_5mer","M1","H5N1","gini",45,32,0.941854636591479,0.621255985393103,0.011675002204363,0.0768711115863832
"70_7","nuc_5mer","M1","H5N6","gini",5,32,0.934737102013801,0.587844123702458,0.01244056441858,0.086807474254927
"70_7","nuc_5mer","M1","H5N6","gini",25,32,0.927173184179212,0.564438334436205,0.0132989054010157,0.0863840071951706
"70_7","nuc_5mer","M1","H5N6","gini",45,32,0.925286391726381,0.566214881640538,0.0111208442154894,0.0676823386916667
"70_7","nuc_5mer","M1","H7N3","gini",5,32,0.936624520787583,0.589157196137567,0.0171776027602474,0.103382010643687
"70_7","nuc_5mer","M1","H7N3","gini",25,32,0.93063323656034,0.565718137973758,0.0191561582267468,0.102139884121707
"70_7","nuc_5mer","M1","H7N3","gini",45,32,0.927135736529323,0.557234965872294,0.0227520962897156,0.104549660495034
"70_7","nuc_5mer","M1","H7N4","gini",5,32,0.943102015173327,0.631075486058924,0.0110988243451002,0.076509301370302
"70_7","nuc_5mer","M1","H7N4","gini",25,32,0.937372949615094,0.608392823469053,0.00952313071584364,0.0597770161841996
"70_7","nuc_5mer","M1","H7N4","gini",45,32,0.933557765131833,0.596847098669311,0.0068168758185352,0.037648333525213
"70_7","nuc_5mer","M1","H7N7","gini",5,32,0.938906138154388,0.623227976754248,0.0164400781851763,0.0704893352912409
"70_7","nuc_5mer","M1","H7N7","gini",25,32,0.935589712374652,0.615722353095007,0.0171858588141482,0.0627519163712995
"70_7","nuc_5mer","M1","H7N7","gini",45,32,0.934167900781554,0.616640055325552,0.0168607506306948,0.0676974899182907
"70_7","nuc_5mer","M1","H7N9","gini",5,32,0.974595172804596,0.355745775531851,0.00563730463100662,0.154114052818768
"70_7","nuc_5mer","M1","H7N9","gini",25,32,0.974593833955203,0.389184404058293,0.0046699727978555,0.11652686684548
"70_7","nuc_5mer","M1","H7N9","gini",45,32,0.972517264636797,0.386234757916809,0.00542603585293506,0.0795032838456521
"70_7","nuc_5mer","M1","H8N4","gini",5,32,0.941995413554154,0.624026900969672,0.0103106560208248,0.0786921394944396
"70_7","nuc_5mer","M1","H8N4","gini",25,32,0.93728508644191,0.610472394400655,0.00898996893280476,0.0648354976625004
"70_7","nuc_5mer","M1","H8N4","gini",45,32,0.932570319818012,0.589505531538799,0.00867331301642022,0.061317008992153
"70_7","nuc_5mer","M1","H9N2","gini",5,32,0.958195661072452,0.736906309020298,0.0108023684218862,0.0559305154020394
"70_7","nuc_5mer","M1","H9N2","gini",25,32,0.947890298812935,0.69291139658466,0.0123249421242884,0.0561791632070679
"70_7","nuc_5mer","M1","H9N2","gini",45,32,0.946742529676627,0.687522593461639,0.0109694949144804,0.0489956395390192
"70_7","nuc_6mer","M1","H10N8","gini",5,60,0.938297316089556,0.595876248232393,0.00448411107633156,0.0391574489866244
"70_7","nuc_6mer","M1","H10N8","gini",25,60,0.932650257266027,0.580916596623754,0.00972707944078116,0.040951320225992
"70_7","nuc_6mer","M1","H10N8","gini",45,60,0.92652816020025,0.559573685349572,0.0107658756772322,0.0383984991974143
"70_7","nuc_6mer","M1","H16N3","gini",5,60,0.936655170831951,0.602469869366375,0.0103884728210909,0.0516311341500468
"70_7","nuc_6mer","M1","H16N3","gini",25,60,0.931922551517216,0.587053685792713,0.00866047328483519,0.0391773440619349
"70_7","nuc_6mer","M1","H16N3","gini",45,60,0.931448617867926,0.591012994137554,0.00923355745990975,0.0466486075375329
"70_7","nuc_6mer","M1","H3N8","gini",5,60,0.939486807622828,0.629586679575065,0.0129636535595024,0.0806780532409652
"70_7","nuc_6mer","M1","H3N8","gini",25,60,0.933432562399817,0.605115482786237,0.0136450555538156,0.0823749673598676
"70_7","nuc_6mer","M1","H3N8","gini",45,60,0.930908582042083,0.601784341976063,0.0131902669473939,0.0849163465646218
"70_7","nuc_6mer","M1","H4N6","gini",5,60,0.935556877586927,0.611969437458007,0.0118264597509968,0.0796444515540435
"70_7","nuc_6mer","M1","H4N6","gini",25,60,0.925486373935167,0.572485130917241,0.0109831156257893,0.0769391857722165
"70_7","nuc_6mer","M1","H4N6","gini",45,60,0.922463703909978,0.566152954224141,0.012071369035423,0.0773945516502953
"70_7","nuc_6mer","M1","H4N8","gini",5,60,0.938956673725253,0.610309248938302,0.015605155569128,0.0952337622123872
"70_7","nuc_6mer","M1","H4N8","gini",25,60,0.93516520453094,0.609186855497087,0.0140547470217957,0.0722405629839789
"70_7","nuc_6mer","M1","H4N8","gini",45,60,0.932324963866761,0.600052314310044,0.0137536892100945,0.0667457390504034
"70_7","nuc_6mer","M1","H5N1","gini",5,59,0.947368421052632,0.636576055235986,0.0116210758088918,0.080301008139773
"70_7","nuc_6mer","M1","H5N1","gini",25,59,0.941353383458647,0.614240028739841,0.0129746156446564,0.0753095945280071
"70_7","nuc_6mer","M1","H5N1","gini",45,59,0.938847117794486,0.607753931799075,0.0136815479337907,0.0774175876567459
"70_7","nuc_6mer","M1","H5N6","gini",5,60,0.931428513898058,0.584160953397915,0.0106812804335561,0.077815903019912
"70_7","nuc_6mer","M1","H5N6","gini",25,60,0.926700376225396,0.581317066483941,0.0128214280608751,0.0738445312713327
"70_7","nuc_6mer","M1","H5N6","gini",45,60,0.923865721758943,0.570855610178421,0.0116005331285933,0.0672375005265567
"70_7","nuc_6mer","M1","H7N3","gini",5,60,0.933133242763737,0.574312944985567,0.016507039892969,0.0979686132401774
"70_7","nuc_6mer","M1","H7N3","gini",25,60,0.923646946067667,0.542315561979016,0.0198911020342694,0.0983819510054224
"70_7","nuc_6mer","M1","H7N3","gini",45,60,0.920650680512649,0.534237221438629,0.0198108092062037,0.0926920444162695
"70_7","nuc_6mer","M1","H7N4","gini",5,60,0.943586204679358,0.637646317862871,0.00792542091249085,0.0511941937748239
"70_7","nuc_6mer","M1","H7N4","gini",25,60,0.933560054469813,0.599354906934751,0.00635832870248467,0.0279632402547238
"70_7","nuc_6mer","M1","H7N4","gini",45,60,0.931653041408784,0.598905371808127,0.00846779424025192,0.0276751422466018
"70_7","nuc_6mer","M1","H7N7","gini",5,60,0.937486578027558,0.621323729268472,0.0168688783291782,0.0668271467866539
"70_7","nuc_6mer","M1","H7N7","gini",25,60,0.932272155539167,0.611421126851458,0.0186886730711612,0.0750774151676126
"70_7","nuc_6mer","M1","H7N7","gini",45,60,0.926586056190371,0.587361935979832,0.0165814606568092,0.0582087117441849
"70_7","nuc_6mer","M1","H7N9","gini",5,60,0.97407703808957,0.384945019742182,0.00486870390088275,0.121977261197694
"70_7","nuc_6mer","M1","H7N9","gini",25,60,0.972005838078859,0.363361737764563,0.00338139954922059,0.109656703823527
"70_7","nuc_6mer","M1","H7N9","gini",45,60,0.96889701587858,0.339730613002528,0.00548753507535205,0.106859079031795
"70_7","nuc_6mer","M1","H8N4","gini",5,60,0.937753449673727,0.608285979765458,0.011817170112519,0.0828613904989173
"70_7","nuc_6mer","M1","H8N4","gini",25,60,0.932573649451752,0.59976826616612,0.00643527004944002,0.0445035005855003
"70_7","nuc_6mer","M1","H8N4","gini",45,60,0.926911036594485,0.578692787179479,0.00875926983308916,0.0516033034603945
"70_7","nuc_6mer","M1","H9N2","gini",5,59,0.957620957838723,0.73560808273426,0.00998642080354935,0.0502466057532223
"70_7","nuc_6mer","M1","H9N2","gini",25,59,0.947317232910356,0.690588854786727,0.0126882473504212,0.0573015442512983
"70_7","nuc_6mer","M1","H9N2","gini",45,59,0.946744167007777,0.689581344397208,0.0120261254072022,0.0537729153421935
"70_7","prot_2mer","M1","H10N8","gini",5,16,0.828552357113058,0.350875802503858,0.00867767401411292,0.0375828557489381
"70_7","prot_2mer","M1","H10N8","gini",25,16,0.82996412181894,0.361205427748197,0.0063132971507354,0.027669313454236
"70_7","prot_2mer","M1","H10N8","gini",45,16,0.831846474760117,0.364401478898604,0.00572968826191077,0.0267674698944581
"70_7","prot_2mer","M1","H16N3","gini",5,16,0.829331887580968,0.355554188487292,0.0230539718295176,0.0361578506137122
"70_7","prot_2mer","M1","H16N3","gini",25,16,0.830749206886762,0.360448369260541,0.0246557386182508,0.0414737219851086
"70_7","prot_2mer","M1","H16N3","gini",45,16,0.83075032729728,0.36236678086263,0.0242460439819798,0.0438308686282936
"70_7","prot_2mer","M1","H3N8","gini",5,16,0.826527237106582,0.367777032441145,0.00758662089104177,0.0190165888327021
"70_7","prot_2mer","M1","H3N8","gini",25,16,0.828036027784139,0.372797920701781,0.0125587948030068,0.0190468299708791
"70_7","prot_2mer","M1","H3N8","gini",45,16,0.828039844286696,0.374797819080315,0.0134755694828464,0.0128399262003881
