"cluster_set","featset","focgene","subtype","splitrule","min.node.size","mtry","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","prot_2mer","M1","H4N6","gini",5,16,0.820761236915054,0.360611422416705,0.0186564965538335,0.0497101122828466
"70_7","prot_2mer","M1","H4N6","gini",25,16,0.82025872435224,0.359982113924032,0.0199703574112988,0.0522580623693837
"70_7","prot_2mer","M1","H4N6","gini",45,16,0.824285153728339,0.364384916792303,0.017351435397954,0.0487740952597583
"70_7","prot_2mer","M1","H4N8","gini",5,16,0.830096467345635,0.368366387630872,0.021171744502385,0.0430348077144466
"70_7","prot_2mer","M1","H4N8","gini",25,16,0.830571521405443,0.369003071202909,0.0200059549666194,0.0422666655421179
"70_7","prot_2mer","M1","H4N8","gini",45,16,0.833883454897875,0.37514058643278,0.0226852245351495,0.0417504090480683
"70_7","prot_2mer","M1","H5N1","gini",5,16,0.864160401002506,0.412006918857814,0.0218778474614488,0.0518789834345452
"70_7","prot_2mer","M1","H5N1","gini",25,16,0.864160401002506,0.413818664084642,0.0209239413180369,0.049572664311238
"70_7","prot_2mer","M1","H5N1","gini",45,16,0.863659147869674,0.411045675376886,0.0222479609234808,0.0530310151660208
"70_7","prot_2mer","M1","H5N6","gini",5,16,0.835922237379474,0.387342619603222,0.014904209803705,0.0313909666003621
"70_7","prot_2mer","M1","H5N6","gini",25,16,0.834032099549954,0.38581678325213,0.0148684084432287,0.0299026097119923
"70_7","prot_2mer","M1","H5N6","gini",45,16,0.83308535794685,0.387959321605574,0.0160742240925413,0.0271067356574064
"70_7","prot_2mer","M1","H7N3","gini",5,16,0.833307614049453,0.360695542562476,0.0196301641204767,0.0508340502539719
"70_7","prot_2mer","M1","H7N3","gini",25,16,0.829812601580626,0.356915319915187,0.0206522828314279,0.0519940726786905
"70_7","prot_2mer","M1","H7N3","gini",45,16,0.830311354697832,0.357702496363469,0.0203218025789071,0.0511145081990269
"70_7","prot_2mer","M1","H7N4","gini",5,16,0.832699967168812,0.367292940203907,0.0155198184779422,0.0308238909626689
"70_7","prot_2mer","M1","H7N4","gini",25,16,0.832228371760118,0.3690571377212,0.0206970246649808,0.0351945010737559
"70_7","prot_2mer","M1","H7N4","gini",45,16,0.831274859752718,0.369271726591364,0.0203361369423817,0.0283128796802524
"70_7","prot_2mer","M1","H7N7","gini",5,16,0.835159213927432,0.384319921805427,0.0186534377631267,0.0500478105968417
"70_7","prot_2mer","M1","H7N7","gini",25,16,0.835161460071084,0.387960452715398,0.0189978666653618,0.0493092722867342
"70_7","prot_2mer","M1","H7N7","gini",45,16,0.83610371467184,0.389511738445829,0.0180644219868117,0.0481177988786227
"70_7","prot_2mer","M1","H7N9","gini",5,16,0.839299799155203,0.135565939896733,0.0220924160362893,0.0277477305475879
"70_7","prot_2mer","M1","H7N9","gini",25,16,0.839302476853989,0.135293415984734,0.019489107428823,0.0277965675746746
"70_7","prot_2mer","M1","H7N9","gini",45,16,0.83982195737347,0.140698661710293,0.0201920079140183,0.0376682556031666
"70_7","prot_2mer","M1","H8N4","gini",5,16,0.829303670993354,0.360424092498152,0.0193698643933212,0.0464250763387862
"70_7","prot_2mer","M1","H8N4","gini",25,16,0.829309225630571,0.359200915557965,0.0226725432546166,0.0506331521926791
"70_7","prot_2mer","M1","H8N4","gini",45,16,0.830250402101159,0.363227593584745,0.0248699081555105,0.0573182811195121
"70_7","prot_2mer","M1","H9N2","gini",5,16,0.921539091281212,0.604427272357208,0.013344575332074,0.0243334778627495
"70_7","prot_2mer","M1","H9N2","gini",25,16,0.920966025378633,0.604224058838079,0.0130360250833965,0.0250649417692539
"70_7","prot_2mer","M1","H9N2","gini",45,16,0.921539091281212,0.603934025968518,0.0120514413214168,0.0240008209955923
"70_7","prot_ctdc","M1","H10N8","gini",5,6,0.825251564455569,0.321153617346063,0.00826840731799002,0.0253621315042286
"70_7","prot_ctdc","M1","H10N8","gini",25,6,0.823369211514393,0.322223918440472,0.00644917938963027,0.01957971711505
"70_7","prot_ctdc","M1","H10N8","gini",45,6,0.823839799749687,0.329312113417247,0.00903559502068652,0.0277624497837419
"70_7","prot_ctdc","M1","H16N3","gini",5,6,0.83737757665352,0.355118242066617,0.0202950696508816,0.0457019407948946
"70_7","prot_ctdc","M1","H16N3","gini",25,6,0.836902527878668,0.3582609640831,0.0184153291425334,0.0413995874920396
"70_7","prot_ctdc","M1","H16N3","gini",45,6,0.835481847341319,0.357694002934605,0.0171493595768941,0.0363840026119987
"70_7","prot_ctdc","M1","H3N8","gini",5,6,0.815433936340737,0.340557675697323,0.0149007430249618,0.0196422218313434
"70_7","prot_ctdc","M1","H3N8","gini",25,6,0.818961656870977,0.347907937853181,0.0131275834820415,0.0175875365615666
"70_7","prot_ctdc","M1","H3N8","gini",45,6,0.818959112535939,0.348277064763847,0.0180481435676539,0.0311160532818712
"70_7","prot_ctdc","M1","H4N6","gini",5,6,0.812698251965115,0.335722388389961,0.017546675271042,0.0359126712911311
"70_7","prot_ctdc","M1","H4N6","gini",25,6,0.812193207852866,0.334657989130404,0.0154572599821885,0.0335897813663852
"70_7","prot_ctdc","M1","H4N6","gini",45,6,0.813199498753212,0.341729760943041,0.0115773605528621,0.0266503025754227
"70_7","prot_ctdc","M1","H4N8","gini",5,6,0.827256226681456,0.348820290667079,0.0268864228333619,0.0524488527016065
"70_7","prot_ctdc","M1","H4N8","gini",25,6,0.829622533696346,0.35345598192521,0.0290901455706158,0.0540181313648797
"70_7","prot_ctdc","M1","H4N8","gini",45,6,0.829623654106865,0.35523054263087,0.0297973273214773,0.0617347198241839
"70_7","prot_ctdc","M1","H5N1","gini",5,6,0.866165413533835,0.40865270004997,0.0186375864085997,0.0523334496265203
"70_7","prot_ctdc","M1","H5N1","gini",25,6,0.865664160401002,0.407630789336456,0.0188886653447787,0.0525556267589167
"70_7","prot_ctdc","M1","H5N1","gini",45,6,0.869172932330827,0.415798047602137,0.0204686887108726,0.0577618902123785
"70_7","prot_ctdc","M1","H5N6","gini",5,6,0.838293036606348,0.376292287873852,0.0142124717366486,0.0223481453387801
"70_7","prot_ctdc","M1","H5N6","gini",25,6,0.840183169150913,0.383915338555479,0.014902296456175,0.0274929457646807
"70_7","prot_ctdc","M1","H5N6","gini",45,6,0.838764729434601,0.384918255999522,0.0131906619035924,0.026350776721265
"70_7","prot_ctdc","M1","H7N3","gini",5,6,0.823351174303048,0.333248892473378,0.0216672672066035,0.0588899402867525
"70_7","prot_ctdc","M1","H7N3","gini",25,6,0.825842464733688,0.34419843369161,0.0228931207277744,0.0585782722422257
"70_7","prot_ctdc","M1","H7N3","gini",45,6,0.822844952295877,0.339117817557773,0.021857828925818,0.0532172955564271
"70_7","prot_ctdc","M1","H7N4","gini",5,6,0.827451665324967,0.345907274185132,0.0171888758590455,0.0309578988337865
"70_7","prot_ctdc","M1","H7N4","gini",25,6,0.829363257061957,0.354929413997648,0.0162691655897534,0.0246931950582381
"70_7","prot_ctdc","M1","H7N4","gini",45,6,0.831270275599872,0.358688459504307,0.0205025455468435,0.0325218775545275
"70_7","prot_ctdc","M1","H7N7","gini",5,6,0.837045969272595,0.374741373328104,0.0185916253007262,0.0420995650724027
"70_7","prot_ctdc","M1","H7N7","gini",25,6,0.840356777031893,0.384950805958864,0.0208688485444259,0.0437161424782613
"70_7","prot_ctdc","M1","H7N7","gini",45,6,0.838930483796722,0.380270072337352,0.0207482736170088,0.036416634495529
"70_7","prot_ctdc","M1","H7N9","gini",5,6,0.828937070079376,0.111021407792074,0.0249727222013971,0.0402788891106277
"70_7","prot_ctdc","M1","H7N9","gini",25,6,0.827378628520935,0.109491606291258,0.0235132702690376,0.0391584873465929
"70_7","prot_ctdc","M1","H7N9","gini",45,6,0.826857809152061,0.114662275592314,0.0247002794277998,0.0286539072295492
"70_7","prot_ctdc","M1","H8N4","gini",5,6,0.836837522269713,0.358382576646493,0.0216270447827399,0.0393963825390895
"70_7","prot_ctdc","M1","H8N4","gini",25,6,0.83495627920645,0.354650985508369,0.0200240008161957,0.0338137773491611
"70_7","prot_ctdc","M1","H8N4","gini",45,6,0.834957399579663,0.356313127024598,0.0181831855703254,0.0345526988136136
"70_7","prot_ctdc","M1","H9N2","gini",5,6,0.91294637740483,0.550851615166872,0.0135092094357911,0.0253850151162176
"70_7","prot_ctdc","M1","H9N2","gini",25,6,0.916376586164552,0.569878887676725,0.0162810351041536,0.0366317052694688
"70_7","prot_ctdc","M1","H9N2","gini",45,6,0.919823168235776,0.587496693498774,0.0211178507068081,0.0617187945553755
"70_7","prot_ctdd","M1","H10N8","gini",5,14,0.83561118064247,0.346883138979326,0.00604059631864645,0.0178746194221836
"70_7","prot_ctdd","M1","H10N8","gini",25,14,0.835142817410652,0.350164592020182,0.00561715667451195,0.0211450875404901
"70_7","prot_ctdd","M1","H10N8","gini",45,14,0.832789876234182,0.35038454533356,0.00687542320553282,0.0197935406223692
"70_7","prot_ctdd","M1","H16N3","gini",5,14,0.843044613055658,0.376489558716767,0.0236003881360526,0.0420224230167094
"70_7","prot_ctdd","M1","H16N3","gini",25,14,0.840678306040767,0.371969198987472,0.0230829565705471,0.039230233204141
"70_7","prot_ctdd","M1","H16N3","gini",45,14,0.838787053085685,0.370191898834475,0.0228290116505416,0.0376610299832858
"70_7","prot_ctdd","M1","H3N8","gini",5,14,0.833083988499606,0.373980099762449,0.0116853844495909,0.00952346002709964
"70_7","prot_ctdd","M1","H3N8","gini",25,14,0.831566292649416,0.371260012247819,0.0109387807000968,0.0132336515986781
"70_7","prot_ctdd","M1","H3N8","gini",45,14,0.831567564816935,0.373074438804086,0.0125351708123622,0.0120906552809698
"70_7","prot_ctdd","M1","H4N6","gini",5,14,0.829825449666468,0.37241084221616,0.0190079906235617,0.048946001007892
"70_7","prot_ctdd","M1","H4N6","gini",25,14,0.82781160209106,0.370824518870547,0.0192505767263366,0.0505538828089329
"70_7","prot_ctdd","M1","H4N6","gini",45,14,0.827809070541625,0.370417230338973,0.0165447761726275,0.0463839483131384
"70_7","prot_ctdd","M1","H4N8","gini",5,14,0.840037869875522,0.380567802523839,0.0288437068111434,0.0547746504348304
"70_7","prot_ctdd","M1","H4N8","gini",25,14,0.838143255688884,0.376437019542622,0.0266805718315279,0.0485702547026174
"70_7","prot_ctdd","M1","H4N8","gini",45,14,0.840034508643967,0.380338918351252,0.0292486428759926,0.0542899200745921
"70_7","prot_ctdd","M1","H5N1","gini",5,14,0.870676691729323,0.418523737960448,0.0182114307013383,0.0544666855504484
"70_7","prot_ctdd","M1","H5N1","gini",25,14,0.870676691729323,0.42086633965253,0.0178631876503313,0.0498733151063389
"70_7","prot_ctdd","M1","H5N1","gini",45,14,0.869674185463659,0.418857781595626,0.0187551748710473,0.0515053465295779
"70_7","prot_ctdd","M1","H5N6","gini",5,14,0.846330866950405,0.397062174891901,0.0124758635798992,0.0170196326520388
"70_7","prot_ctdd","M1","H5N6","gini",25,14,0.84538747072399,0.398882178292129,0.0128371914834022,0.0209511732561467
"70_7","prot_ctdd","M1","H5N6","gini",45,14,0.843495097358389,0.395085591018985,0.0113309955789514,0.0194040103585538
"70_7","prot_ctdd","M1","H7N3","gini",5,14,0.836316317415417,0.354303396352122,0.0169227485988156,0.0589986193133933
"70_7","prot_ctdd","M1","H7N3","gini",25,14,0.836812589173832,0.36192565396389,0.0174979899590938,0.0562594482544514
"70_7","prot_ctdd","M1","H7N3","gini",45,14,0.83481756429821,0.360613046803476,0.0170270061869767,0.0507537794620019
"70_7","prot_ctdd","M1","H7N4","gini",5,14,0.841786341398841,0.377436360193974,0.0151494450657391,0.0315176467071079
"70_7","prot_ctdd","M1","H7N4","gini",25,14,0.840349781815958,0.378496678308229,0.01488752433582,0.0367201042051853
"70_7","prot_ctdd","M1","H7N4","gini",45,14,0.838438184602083,0.374913501772541,0.0145089946775559,0.0356863787295495
"70_7","prot_ctdd","M1","H7N7","gini",5,14,0.847944223675669,0.405588643030164,0.0222712957459265,0.0544385724615979
"70_7","prot_ctdd","M1","H7N7","gini",25,14,0.846995230643957,0.407307684334023,0.022488107504268,0.0566590284899667
"70_7","prot_ctdd","M1","H7N7","gini",45,14,0.845100616457319,0.405072754274399,0.0207301682034919,0.0501500861196776
"70_7","prot_ctdd","M1","H7N9","gini",5,14,0.851224986337651,0.141884647232674,0.0167788519681596,0.0207227681715598
"70_7","prot_ctdd","M1","H7N9","gini",25,14,0.849149762823699,0.140188653437502,0.0202199192589812,0.0222876751477383
"70_7","prot_ctdd","M1","H7N9","gini",45,14,0.847075871204079,0.138021061490905,0.0196828202188975,0.0226764280766823
"70_7","prot_ctdd","M1","H8N4","gini",5,14,0.837319225027091,0.362863797950067,0.019096019760478,0.0412080712400831
"70_7","prot_ctdd","M1","H8N4","gini",25,14,0.838737654248104,0.365328292304378,0.0185808636620934,0.0395811467237702
"70_7","prot_ctdd","M1","H8N4","gini",45,14,0.835435762208001,0.359479730437924,0.0189516291598385,0.0411312400714624
"70_7","prot_ctdd","M1","H9N2","gini",5,14,0.923834629553827,0.598095252557356,0.0134563191708158,0.0307735352358163
"70_7","prot_ctdd","M1","H9N2","gini",25,14,0.924982398690135,0.609939020657673,0.0135555243188786,0.0398035295548398
"70_7","prot_ctdd","M1","H9N2","gini",45,14,0.923261563651248,0.605639001179497,0.0124778298812337,0.0307710867727402
"70_7","prot_ctdt","M1","H10N8","gini",5,6,0.836086218884717,0.349594431324493,0.0036514206931655,0.0177123630271572
"70_7","prot_ctdt","M1","H10N8","gini",25,6,0.838448060075094,0.358174410989394,0.00814529070915157,0.0239585883419639
"70_7","prot_ctdt","M1","H10N8","gini",45,6,0.838445835071617,0.362454119272154,0.00784709668277628,0.0160380132964316
"70_7","prot_ctdt","M1","H16N3","gini",5,6,0.843047969002258,0.374416660179533,0.0243842933940999,0.0444078593111821
"70_7","prot_ctdt","M1","H16N3","gini",25,6,0.843994710605362,0.382351792255368,0.026267694510011,0.0508678078284021
"70_7","prot_ctdt","M1","H16N3","gini",45,6,0.845408689819422,0.384024837965385,0.0216306942203833,0.0439930384365831
"70_7","prot_ctdt","M1","H3N8","gini",5,6,0.834605500852352,0.386801047901347,0.0137091796401472,0.0134672217292662
"70_7","prot_ctdt","M1","H3N8","gini",25,6,0.84166221408035,0.395756523924876,0.0144065568615564,0.0200420117140436
"70_7","prot_ctdt","M1","H3N8","gini",45,6,0.84166221408035,0.397919029233057,0.0144065568615564,0.0183781352728125
"70_7","prot_ctdt","M1","H4N6","gini",5,6,0.829821652342316,0.372123146996063,0.0170446508768394,0.0453667229939385
"70_7","prot_ctdt","M1","H4N6","gini",25,6,0.833344303380884,0.381530522196144,0.0125636793585835,0.041552199849832
"70_7","prot_ctdt","M1","H4N6","gini",45,6,0.832839259268635,0.380476965174751,0.0111517173497916,0.0395492159907853
"70_7","prot_ctdt","M1","H4N8","gini",5,6,0.839088882166426,0.378644276651647,0.0280921633245853,0.0484508019173644
"70_7","prot_ctdt","M1","H4N8","gini",25,6,0.843821496196206,0.388981575401161,0.0264522144376212,0.0484361912707582
"70_7","prot_ctdt","M1","H4N8","gini",45,6,0.842403056479894,0.384219217552037,0.0260481988209991,0.0503741625307305
"70_7","prot_ctdt","M1","H5N1","gini",5,6,0.87218045112782,0.418625415069246,0.0140663811532855,0.0424442014455452
"70_7","prot_ctdt","M1","H5N1","gini",25,6,0.872681704260652,0.422093667364842,0.0135431138707832,0.0375402520868242
"70_7","prot_ctdt","M1","H5N1","gini",45,6,0.873182957393484,0.423126668458972,0.0129746156446564,0.0365611554003111
"70_7","prot_ctdt","M1","H5N6","gini",5,6,0.843963439524997,0.388989890180564,0.0145958782739012,0.0374235550469645
"70_7","prot_ctdt","M1","H5N6","gini",25,6,0.841599373331143,0.384299693528949,0.0129723080693752,0.0341493442111008
"70_7","prot_ctdt","M1","H5N6","gini",45,6,0.843018933457974,0.390655891773058,0.0115385275882673,0.0283903150801876
"70_7","prot_ctdt","M1","H7N3","gini",5,6,0.836823780101984,0.357553445660517,0.0159792824109432,0.0497664767436273
"70_7","prot_ctdt","M1","H7N3","gini",25,6,0.838817551891416,0.365823551694749,0.0170432395747033,0.0488227021287371
"70_7","prot_ctdt","M1","H7N3","gini",45,6,0.839818798774209,0.369194307352205,0.0130354494521908,0.0425772922396828
"70_7","prot_ctdt","M1","H7N4","gini",5,6,0.840347492477978,0.374212834200606,0.0151031393665181,0.0391711156333286
"70_7","prot_ctdt","M1","H7N4","gini",25,6,0.843217169421444,0.381429072489109,0.0147147889115975,0.0396274181439919
"70_7","prot_ctdt","M1","H7N4","gini",45,6,0.845612961618236,0.388676480621798,0.016830308356438,0.0339294207045273
"70_7","prot_ctdt","M1","H7N7","gini",5,6,0.84462669345326,0.399462808310281,0.0156369982167251,0.047839945856032
"70_7","prot_ctdt","M1","H7N7","gini",25,6,0.851261780511154,0.412825241170349,0.0180794826524563,0.0508388136474896
"70_7","prot_ctdt","M1","H7N7","gini",45,6,0.85031390788996,0.4111281256884,0.0190664005311692,0.0518374219254789
"70_7","prot_ctdt","M1","H7N9","gini",5,6,0.850188716907599,0.12967621689461,0.0183782447858898,0.026350747674404
"70_7","prot_ctdt","M1","H7N9","gini",25,6,0.849667890583664,0.128969019914537,0.0172326842622489,0.0253223867283799
"70_7","prot_ctdt","M1","H7N9","gini",45,6,0.849148417019245,0.134248404702135,0.0190343842636407,0.014877574617034
"70_7","prot_ctdt","M1","H8N4","gini",5,6,0.837312555264311,0.366769812781689,0.0193264109575322,0.0412090466917641
"70_7","prot_ctdt","M1","H8N4","gini",25,6,0.840143864316769,0.376313001239939,0.0209697513571847,0.0435339303518989
"70_7","prot_ctdt","M1","H8N4","gini",45,6,0.837786483628645,0.369880224474841,0.0200892473128488,0.0452410327925578
"70_7","prot_ctdt","M1","H9N2","gini",5,6,0.924980761358985,0.601054625986198,0.0182205510631156,0.0464075162332837
"70_7","prot_ctdt","M1","H9N2","gini",25,6,0.924980761358985,0.605326160451456,0.0151447042171624,0.0369656763676935
"70_7","prot_ctdt","M1","H9N2","gini",45,6,0.924980761358985,0.605326160451456,0.0151447042171624,0.0369656763676935
"70_7","prot_ctriad","M1","H10N8","gini",5,15,0.830430260047281,0.360251215699341,0.00936892894700868,0.0136326672429134
"70_7","prot_ctriad","M1","H10N8","gini",25,15,0.830905298289529,0.363334231997621,0.012058576540816,0.0134019797101463
"70_7","prot_ctriad","M1","H10N8","gini",45,15,0.829957446808511,0.361599340182298,0.0105723109939541,0.0137864415320676
"70_7","prot_ctriad","M1","H16N3","gini",5,15,0.835951299348534,0.379577427891079,0.024147188707997,0.0455877025013254
"70_7","prot_ctriad","M1","H16N3","gini",25,15,0.837364158152075,0.381300990407278,0.0200215071922806,0.0382105814812491
"70_7","prot_ctriad","M1","H16N3","gini",45,15,0.837363037741557,0.381046439926812,0.0187350186663905,0.0352293774887127
"70_7","prot_ctriad","M1","H3N8","gini",5,15,0.830561280309391,0.38335815535115,0.011444229079445,0.00613185603316647
"70_7","prot_ctriad","M1","H3N8","gini",25,15,0.829049945296797,0.380541946323422,0.009593623097204,0.00465925448711965
"70_7","prot_ctriad","M1","H3N8","gini",45,15,0.827032287611633,0.376681030082621,0.0104274264363634,0.0146974962537328
"70_7","prot_ctriad","M1","H4N6","gini",5,14,0.824786400516436,0.373132702750581,0.015983127868452,0.0319203536953251
"70_7","prot_ctriad","M1","H4N6","gini",25,14,0.824277559080035,0.373637460108671,0.011155969938159,0.0257670894896531
"70_7","prot_ctriad","M1","H4N6","gini",45,14,0.826793919218258,0.379828264476157,0.0107528936782098,0.0215990026650488
