"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"70_7","prot_ctdc","PA",0.038,0.858,0.59,0.845,0.871,0.769,0,0.009,0.667,0.652,0.921,0.712,0.898,0.712,0.652,0.681,0.231,0.151,0.212,0.786
"70_7","prot_ctdd","PA",0.039,0.87,0.626,0.857,0.883,0.769,0,0.021,0.811,0.684,0.926,0.737,0.907,0.737,0.684,0.71,0.231,0.158,0.215,0.805
"70_7","prot_ctdt","PA",0.038,0.813,0.46,0.798,0.828,0.769,0,0.039,0.617,0.558,0.89,0.604,0.87,0.604,0.558,0.58,0.231,0.129,0.214,0.724
"70_7","prot_ctriad","PA",0.04,0.879,0.638,0.866,0.892,0.769,0,0,0.679,0.649,0.949,0.792,0.9,0.792,0.649,0.714,0.231,0.15,0.19,0.799
"70_7","prot_pseaac","PA",0.038,0.846,0.558,0.831,0.859,0.769,0,0.104,0.689,0.639,0.908,0.676,0.893,0.676,0.639,0.657,0.231,0.148,0.219,0.774
"70_7","cds_compbias","PB1",0.02,0.592,-0.068,0.573,0.61,0.769,1,0,0.341,0.225,0.702,0.185,0.751,0.185,0.225,0.203,0.231,0.052,0.281,0.464
"70_7","nuc_2mer","PB1",0.017,0.655,0.26,0.637,0.673,0.769,1,0,0.675,0.697,0.643,0.37,0.876,0.37,0.697,0.484,0.231,0.161,0.436,0.67
"70_7","nuc_3mer","PB1",0.011,0.261,-0.028,0.244,0.278,0.769,1,0,0.156,0.866,0.078,0.221,0.66,0.221,0.866,0.352,0.231,0.2,0.909,0.472
"70_7","nuc_4mer","PB1",0.025,0.596,-0.034,0.577,0.614,0.769,1,0,0.351,0.269,0.694,0.209,0.759,0.209,0.269,0.235,0.231,0.062,0.297,0.481
"70_7","nuc_5mer","PB1",0.026,0.752,0.129,0.736,0.769,0.769,0.976,0,0.29,0.178,0.925,0.418,0.789,0.418,0.178,0.25,0.231,0.041,0.099,0.552
"70_7","nuc_6mer","PB1",0.031,0.684,0.006,0.666,0.702,0.769,1,0,0.225,0.165,0.84,0.237,0.77,0.237,0.165,0.195,0.231,0.038,0.161,0.503
"70_7","prot_2mer","PB1",0.046,0.863,0.618,0.849,0.875,0.769,0,0.347,0.898,0.718,0.906,0.697,0.914,0.697,0.718,0.708,0.231,0.166,0.239,0.812
"70_7","prot_ctdc","PB1",0.04,0.752,0.101,0.736,0.769,0.769,0.976,0,0.172,0.142,0.936,0.402,0.784,0.402,0.142,0.21,0.231,0.033,0.082,0.539
"70_7","prot_ctdd","PB1",0.032,0.803,0.496,0.787,0.818,0.769,0,0,0.768,0.715,0.829,0.558,0.906,0.558,0.715,0.627,0.231,0.166,0.297,0.772
"70_7","prot_ctdt","PB1",0.039,0.882,0.654,0.869,0.894,0.769,0,0,0.729,0.686,0.941,0.778,0.909,0.778,0.686,0.729,0.231,0.159,0.204,0.814
"70_7","prot_ctriad","PB1",0.036,0.764,0.404,0.747,0.78,0.769,0.733,0,0.666,0.652,0.797,0.492,0.884,0.492,0.652,0.561,0.231,0.151,0.307,0.725
"70_7","prot_pseaac","PB1",0.028,0.663,0.254,0.645,0.681,0.769,1,0,0.721,0.657,0.665,0.371,0.866,0.371,0.657,0.475,0.231,0.152,0.409,0.661
"70_7","cds_compbias","PB2",0.012,0.574,0.124,0.555,0.593,0.769,1,0,0.567,0.605,0.564,0.295,0.826,0.295,0.605,0.397,0.231,0.14,0.475,0.585
"70_7","nuc_2mer","PB2",0.015,0.488,-0.051,0.469,0.507,0.769,1,0,0.456,0.422,0.507,0.205,0.745,0.205,0.422,0.276,0.231,0.098,0.476,0.465
"70_7","nuc_3mer","PB2",0.011,0.485,0.096,0.466,0.504,0.769,1,0,0.556,0.749,0.405,0.275,0.843,0.275,0.749,0.402,0.231,0.173,0.631,0.577
"70_7","nuc_4mer","PB2",0.021,0.66,-0.004,0.642,0.678,0.769,1,0.004,0.253,0.196,0.8,0.228,0.768,0.228,0.196,0.211,0.231,0.045,0.199,0.498
"70_7","nuc_5mer","PB2",0.017,0.651,0.194,0.633,0.669,0.769,1,0,0.606,0.557,0.679,0.343,0.836,0.343,0.557,0.425,0.231,0.129,0.375,0.618
"70_7","nuc_6mer","PB2",0.031,0.72,0.038,0.703,0.737,0.769,1,0,0.189,0.134,0.897,0.281,0.775,0.281,0.134,0.182,0.231,0.031,0.11,0.515
"70_7","prot_2mer","PB2",0.03,0.853,0.614,0.839,0.866,0.769,0,0,0.879,0.783,0.874,0.652,0.93,0.652,0.783,0.712,0.231,0.181,0.278,0.829
"70_7","prot_ctdc","PB2",0.036,0.844,0.558,0.829,0.857,0.769,0,0.557,0.749,0.652,0.902,0.666,0.896,0.666,0.652,0.659,0.231,0.151,0.227,0.777
"70_7","prot_ctdd","PB2",0.031,0.875,0.673,0.861,0.887,0.769,0,0,0.931,0.84,0.885,0.687,0.948,0.687,0.84,0.756,0.231,0.194,0.283,0.862
"70_7","prot_ctdt","PB2",0.033,0.831,0.536,0.816,0.845,0.769,0,0.043,0.728,0.67,0.879,0.625,0.898,0.625,0.67,0.647,0.231,0.155,0.248,0.775
"70_7","prot_ctriad","PB2",0.023,0.876,0.681,0.863,0.888,0.769,0,0,0.919,0.866,0.879,0.683,0.956,0.683,0.866,0.764,0.231,0.2,0.293,0.872
"70_7","prot_pseaac","PB2",0.026,0.634,0.189,0.615,0.652,0.769,1,0,0.647,0.594,0.646,0.336,0.841,0.336,0.594,0.429,0.231,0.137,0.409,0.62
