"","hzoon","label","subtype","pred"
"420",0.0370096678037678,"nz","H4N6","nz"
"421",0.0370443302794311,"nz","H4N6","nz"
"422",0.0375280310243016,"nz","H4N6","nz"
"423",0.0394913660962409,"nz","H4N6","nz"
"424",0.0375524233309303,"nz","H4N6","nz"
"425",0.0380626968344605,"nz","H4N6","nz"
"426",0.0384779381912097,"nz","H4N6","nz"
"427",0.0389314585136733,"nz","H4N6","nz"
"428",0.043389434588275,"nz","H4N6","nz"
"429",0.0490552385865258,"nz","H4N6","nz"
"430",0.045645175237665,"nz","H4N6","nz"
"431",0.0456452735486249,"nz","H4N6","nz"
"432",0.0484333683807062,"nz","H4N6","nz"
"433",0.0438025955304093,"nz","H4N6","nz"
"434",0.0386021507848107,"nz","H4N6","nz"
"435",0.0385438543700719,"nz","H4N6","nz"
"436",0.0398377955454976,"nz","H4N6","nz"
"437",0.0392868496495489,"nz","H4N6","nz"
"438",0.0368832874289028,"nz","H4N6","nz"
"439",0.0396038164938988,"nz","H4N6","nz"
"440",0.039595531584812,"nz","H4N6","nz"
"441",0.0451522815809444,"nz","H4N6","nz"
"442",0.0370360929137621,"nz","H4N6","nz"
"443",0.0382634776667101,"nz","H4N6","nz"
"444",0.0367917294112186,"nz","H4N6","nz"
"445",0.0398974952330936,"nz","H4N6","nz"
"446",0.0381390931867748,"nz","H4N6","nz"
"447",0.0385430533493527,"nz","H4N6","nz"
"448",0.0408195637653601,"nz","H4N6","nz"
"449",0.0410139188504129,"nz","H4N6","nz"
"450",0.0408195637653601,"nz","H4N6","nz"
"451",0.0371920248976584,"nz","H4N6","nz"
"452",0.0385233318055211,"nz","H4N6","nz"
"453",0.0394852509344064,"nz","H4N6","nz"
"454",0.0408224662279855,"nz","H4N6","nz"
"455",0.0408195637653601,"nz","H4N6","nz"
"456",0.0408195637653601,"nz","H4N6","nz"
"457",0.040819863038545,"nz","H4N6","nz"
"458",0.0408195637653601,"nz","H4N6","nz"
"459",0.040819863038545,"nz","H4N6","nz"
"460",0.0408223587362423,"nz","H4N6","nz"
"461",0.0408222631045132,"nz","H4N6","nz"
"462",0.0408225235351468,"nz","H4N6","nz"
"463",0.0408223587362423,"nz","H4N6","nz"
"464",0.0373151037892389,"nz","H4N6","nz"
"465",0.0372683183164338,"nz","H4N6","nz"
"466",0.0394843303943605,"nz","H4N6","nz"
"467",0.0378642363612928,"nz","H4N6","nz"
"468",0.0394851341099008,"nz","H4N6","nz"
"469",0.0408195637653601,"nz","H4N6","nz"
"470",0.0416850943745033,"nz","H4N6","nz"
"471",0.0416850945476601,"nz","H4N6","nz"
"472",0.0416850945476601,"nz","H4N6","nz"
"473",0.0415158339052795,"nz","H4N6","nz"
"474",0.0375274358817737,"nz","H4N6","nz"
"475",0.0373957579753067,"nz","H4N6","nz"
"476",0.0373957579753067,"nz","H4N6","nz"
"477",0.0372952632238234,"nz","H4N6","nz"
"478",0.0365749199373601,"nz","H4N6","nz"
"479",0.0411716157265981,"nz","H4N6","nz"
"480",0.0400085921349909,"nz","H4N6","nz"
"481",0.0368901942868555,"nz","H4N6","nz"
"482",0.0393438480955257,"nz","H4N6","nz"
"483",0.0421558935259991,"nz","H4N6","nz"
"484",0.0385478843013545,"nz","H4N6","nz"
"485",0.0775746956624038,"nz","H4N6","hzoon"
"486",0.0473075590400802,"nz","H4N6","nz"
